case_criminal_id,case_id,criminal_id,role_in_case
1175,584,641,Expert Witness
1176,585,4802,Witness
1177,585,4890,Accused
1178,586,1140,Informant
1179,587,4778,Suspect
1180,588,47,Witness
1181,588,4932,Victim
1182,588,1009,Co-accused
1183,589,4304,Victim
1184,589,1057,Co-accused
1185,589,2340,Victim
1186,589,530,Suspect
1187,590,3584,Victim
1188,590,2973,Co-accused
1189,591,3186,Suspect
1190,591,3624,Informant
1191,592,3440,Co-accused
1192,592,4353,Expert Witness
1193,593,2954,Complainant
1194,593,4841,Suspect
1195,593,1447,Co-accused
1196,594,3658,Accused
1197,595,837,Expert Witness
1198,595,915,Informant
1199,595,4183,Co-accused
1200,596,2976,Informant
1201,596,2959,Accused
1202,596,1876,Witness
1203,597,2486,Complainant
1204,598,1003,Complainant
1205,598,4143,Complainant
1206,598,337,Suspect
1207,599,3118,Informant
1208,599,2006,Expert Witness
1209,599,3277,Co-accused
1210,599,4119,Complainant
1211,599,208,Victim
1212,600,4269,Victim
1213,601,3743,Informant
1214,601,1195,Witness
1215,602,1417,Complainant
1216,603,1902,Victim
1217,604,1008,Informant
1218,604,3523,Suspect
1219,605,327,Expert Witness
1220,606,659,Informant
1221,606,3359,Accused
1222,607,1816,Expert Witness
1223,607,2842,Co-accused
1224,608,3798,Expert Witness
1225,608,353,Informant
1226,608,1460,Witness
1227,609,698,Victim
1228,610,2551,Suspect
1229,610,2941,Co-accused
1230,610,4189,Informant
1231,611,1834,Suspect
1232,612,3028,Victim
1233,612,2984,Accused
1234,613,4573,Suspect
1235,614,1856,Witness
1236,614,4489,Informant
1237,615,4576,Suspect
1238,615,184,Accused
1239,615,3172,Suspect
1240,616,1495,Suspect
1241,616,1175,Informant
1242,616,3793,Complainant
1243,617,4936,Victim
1244,617,4535,Co-accused
1245,617,1830,Victim
1246,618,1174,Expert Witness
1247,619,540,Complainant
1248,619,1193,Expert Witness
1249,619,4385,Complainant
1250,619,4633,Suspect
1251,620,762,Accused
1252,620,2143,Victim
1253,621,203,Accused
1254,621,3727,Expert Witness
1255,622,4561,Victim
1256,622,2025,Informant
1257,622,374,Suspect
1258,622,1199,Co-accused
1259,623,1429,Expert Witness
1260,623,1999,Suspect
1261,623,2038,Suspect
1262,623,633,Accused
1263,624,1405,Informant
1264,625,1230,Expert Witness
1265,626,2397,Expert Witness
1266,626,4819,Suspect
1267,626,3890,Suspect
1268,627,4099,Informant
1269,628,3652,Witness
1270,628,148,Suspect
1271,628,4564,Informant
1272,629,2501,Victim
1273,629,3258,Witness
1274,629,3457,Co-accused
1275,629,3397,Suspect
1276,630,2131,Informant
1277,630,1781,Witness
1278,631,3556,Witness
1279,631,609,Victim
1280,631,1760,Suspect
1281,632,230,Accused
1282,632,4294,Complainant
1283,632,1949,Accused
1284,632,2929,Informant
1285,633,3298,Accused
1286,633,2485,Complainant
1287,633,2144,Accused
1288,634,3405,Suspect
1289,634,4641,Suspect
1290,635,2796,Informant
1291,635,2627,Informant
1292,636,712,Co-accused
1293,637,1654,Victim
1294,637,4825,Accused
1295,637,1992,Victim
1296,638,177,Co-accused
1297,638,4304,Complainant
1298,638,149,Suspect
1299,639,3474,Accused
1300,640,3794,Informant
1301,640,617,Suspect
1302,641,699,Witness
1303,642,4366,Suspect
1304,642,3852,Complainant
1305,642,3294,Co-accused
1306,643,2715,Complainant
1307,644,483,Co-accused
1308,644,4032,Suspect
1309,644,1342,Witness
1310,644,790,Accused
1311,645,4302,Co-accused
1312,646,4069,Accused
1313,646,2985,Expert Witness
1314,646,4090,Expert Witness
1315,647,3191,Victim
1316,647,442,Accused
1317,647,1488,Co-accused
1318,647,4427,Expert Witness
1319,647,1197,Victim
1320,648,1871,Co-accused
1321,648,4177,Complainant
1322,648,4863,Suspect
1323,649,2663,Co-accused
1324,649,3250,Complainant
1325,649,450,Complainant
1326,649,1398,Co-accused
1327,650,3306,Complainant
1328,651,2624,Victim
1329,651,1130,Co-accused
1330,651,4910,Informant
1331,651,3067,Victim
1332,652,3082,Suspect
1333,653,2431,Complainant
1334,654,4485,Complainant
1335,654,2124,Complainant
1336,654,2131,Suspect
1337,655,2374,Informant
1338,656,2156,Victim
1339,656,1333,Accused
1340,656,1361,Informant
1341,657,111,Victim
1342,657,485,Co-accused
1343,657,2588,Accused
1344,657,4050,Victim
1345,657,416,Suspect
1346,658,974,Witness
1347,659,131,Victim
1348,659,1075,Victim
1349,660,3580,Victim
1350,661,2833,Complainant
1351,661,2317,Expert Witness
1352,661,3190,Complainant
1353,661,2787,Witness
1354,662,972,Informant
1355,663,4001,Suspect
1356,663,1809,Victim
1357,663,3733,Expert Witness
1358,664,2858,Witness
1359,665,3948,Victim
1360,665,3959,Co-accused
1361,665,1535,Accused
1362,666,937,Expert Witness
1363,666,722,Victim
1364,666,3454,Victim
1365,666,3469,Suspect
1366,667,638,Suspect
1367,667,3047,Complainant
1368,667,1597,Informant
1369,668,782,Informant
1370,668,831,Victim
1371,668,1847,Expert Witness
1372,668,4333,Witness
1373,669,472,Victim
1374,670,1742,Co-accused
1375,670,795,Complainant
1376,670,1609,Witness
1377,670,2335,Expert Witness
1378,670,4258,Informant
1379,671,2712,Expert Witness
1380,671,452,Informant
1381,671,3042,Expert Witness
1382,671,811,Co-accused
1383,671,3120,Accused
1384,672,4823,Co-accused
1385,672,1754,Suspect
1386,673,4007,Informant
1387,673,4685,Informant
1388,674,1083,Suspect
1389,674,2865,Informant
1390,675,3597,Informant
1391,675,2300,Accused
1392,676,4078,Informant
1393,677,38,Complainant
1394,678,1489,Witness
1395,678,4545,Expert Witness
1396,679,4749,Co-accused
1397,680,4107,Complainant
1398,681,4537,Complainant
1399,681,249,Co-accused
1400,681,3168,Accused
1401,681,3077,Informant
1402,682,1825,Witness
1403,682,3337,Suspect
1404,682,4298,Victim
1405,682,3008,Accused
1406,683,2511,Complainant
1407,683,3850,Informant
1408,684,4988,Expert Witness
1409,684,3194,Informant
1410,685,1911,Suspect
1411,686,2339,Suspect
1412,686,1215,Accused
1413,687,1006,Witness
1414,687,3109,Co-accused
1415,687,1371,Co-accused
1416,688,3143,Expert Witness
1417,689,4584,Expert Witness
1418,689,3181,Victim
1419,689,4834,Expert Witness
1420,689,157,Expert Witness
1421,690,2698,Accused
1422,691,2136,Co-accused
1423,692,3533,Witness
1424,692,2259,Victim
1425,692,4344,Complainant
1426,693,3308,Expert Witness
1427,694,3507,Witness
1428,694,4286,Suspect
1429,694,4015,Accused
1430,695,2139,Expert Witness
1431,695,1492,Victim
1432,696,3164,Suspect
1433,696,1622,Informant
1434,696,4871,Accused
1435,696,3590,Co-accused
1436,697,4560,Witness
1437,697,988,Victim
1438,697,1136,Complainant
1439,697,1910,Informant
1440,698,4080,Accused
1441,698,2034,Suspect
1442,698,1526,Co-accused
1443,699,3869,Co-accused
1444,699,2274,Suspect
1445,699,2846,Victim
1446,700,1809,Co-accused
1447,700,2321,Suspect
1448,700,2557,Suspect
1449,700,2551,Co-accused
1450,701,3663,Witness
1451,701,4581,Accused
1452,701,1354,Accused
1453,701,497,Suspect
1454,701,3012,Co-accused
1455,702,4949,Informant
1456,702,979,Expert Witness
1457,702,2662,Complainant
1458,702,3230,Informant
1459,703,587,Co-accused
1460,704,807,Co-accused
1461,704,4117,Witness
1462,705,3588,Accused
1463,705,4257,Witness
1464,705,3157,Witness
1465,706,2022,Suspect
1466,706,864,Victim
1467,706,3983,Accused
1468,707,973,Complainant
1469,707,2477,Expert Witness
1470,708,1107,Victim
1471,708,352,Co-accused
1472,708,4180,Co-accused
1473,709,1857,Accused
1474,709,4602,Informant
1475,709,4300,Witness
1476,709,4890,Expert Witness
1477,710,2808,Victim
1478,710,3989,Accused
1479,710,3062,Victim
1480,711,1024,Expert Witness
1481,712,2370,Suspect
1482,713,2958,Expert Witness
1483,714,4532,Expert Witness
1484,714,4075,Informant
1485,715,2055,Co-accused
1486,716,2933,Witness
1487,716,1482,Expert Witness
1488,717,3513,Witness
1489,717,2060,Suspect
1490,717,1685,Complainant
1491,718,801,Complainant
1492,718,2660,Expert Witness
1493,718,3999,Co-accused
1494,719,2118,Informant
1495,720,667,Witness
1496,720,4417,Accused
1497,720,2512,Co-accused
1498,721,2261,Expert Witness
1499,721,3570,Witness
1500,722,1315,Suspect
1501,722,3531,Accused
1502,722,4264,Victim
1503,723,2135,Co-accused
1504,724,2387,Suspect
1505,724,4425,Co-accused
1506,724,3571,Victim
1507,725,4657,Informant
1508,726,4375,Victim
1509,727,235,Co-accused
1510,727,4904,Complainant
1511,727,1992,Complainant
1512,728,4488,Victim
1513,729,694,Accused
1514,729,4873,Accused
1515,730,1626,Complainant
1516,731,4732,Victim
1517,731,4155,Witness
1518,731,1345,Witness
1519,731,3812,Complainant
1520,732,36,Suspect
1521,732,1017,Expert Witness
1522,733,14,Informant
1523,733,4483,Accused
1524,733,2850,Witness
1525,734,46,Accused
1526,734,3088,Witness
1527,734,177,Accused
1528,735,2690,Accused
1529,736,3686,Co-accused
1530,736,1758,Informant
1531,736,3404,Co-accused
1532,737,1347,Co-accused
1533,737,495,Co-accused
1534,737,2052,Victim
1535,738,1220,Complainant
1536,739,2586,Informant
1537,740,1158,Complainant
1538,740,1227,Co-accused
1539,740,953,Accused
1540,740,3026,Victim
1541,741,2525,Accused
1542,741,3542,Victim
1543,742,687,Suspect
1544,743,4938,Suspect
1545,743,4470,Suspect
1546,744,4430,Accused
1547,745,762,Co-accused
1548,746,503,Co-accused
1549,747,846,Suspect
1550,748,1937,Witness
1551,749,419,Informant
1552,749,2127,Suspect
1553,749,383,Complainant
1554,750,3261,Witness
1555,751,3611,Suspect
1556,752,3301,Suspect
1557,752,1413,Co-accused
1558,753,3878,Expert Witness
1559,753,2654,Victim
1560,753,2129,Witness
1561,753,475,Victim
1562,754,3421,Victim
1563,754,1832,Victim
1564,755,2798,Expert Witness
1565,755,4791,Complainant
1566,755,224,Informant
1567,756,3736,Informant
1568,756,4735,Accused
1569,757,3077,Witness
1570,757,1188,Victim
1571,757,1593,Suspect
1572,757,108,Accused
1573,757,1440,Victim
1574,758,3680,Complainant
1575,758,2568,Accused
1576,758,3254,Complainant
1577,759,750,Co-accused
1578,760,119,Witness
1579,760,3044,Co-accused
1580,761,3553,Expert Witness
1581,761,551,Complainant
1582,762,4779,Informant
1583,762,4763,Co-accused
1584,763,4529,Informant
1585,763,3627,Complainant
1586,763,4691,Victim
1587,764,3199,Complainant
1588,765,1295,Co-accused
1589,765,1911,Complainant
1590,765,3434,Expert Witness
1591,766,4726,Complainant
1592,766,4431,Accused
1593,766,2424,Victim
1594,766,608,Complainant
1595,767,1546,Accused
1596,768,3436,Victim
1597,768,2443,Expert Witness
1598,769,1721,Co-accused
1599,770,1113,Expert Witness
1600,770,4517,Suspect
1601,770,2067,Witness
1602,771,785,Informant
1603,771,3371,Victim
1604,772,4523,Witness
1605,772,2732,Informant
1606,772,639,Accused
1607,773,3382,Co-accused
1608,773,2712,Complainant
1609,774,693,Complainant
1610,774,628,Co-accused
1611,775,2701,Informant
1612,775,4805,Expert Witness
1613,776,3351,Informant
1614,777,3751,Complainant
1615,777,1136,Witness
1616,778,2944,Expert Witness
1617,778,1433,Suspect
1618,778,708,Witness
1619,778,116,Expert Witness
1620,778,501,Accused
1621,779,254,Informant
1622,780,3448,Witness
1623,780,1935,Accused
1624,781,2051,Accused
1625,781,1985,Complainant
1626,781,427,Informant
1627,781,2139,Accused
1628,782,4212,Expert Witness
1629,783,3086,Suspect
1630,783,4921,Victim
1631,784,2426,Complainant
1632,785,3035,Witness
1633,786,4616,Co-accused
1634,786,247,Expert Witness
1635,787,3864,Suspect
1636,787,749,Complainant
1637,787,2916,Expert Witness
1638,788,4711,Suspect
1639,788,3246,Complainant
1640,789,3032,Accused
1641,789,4442,Complainant
1642,790,2833,Accused
1643,791,3843,Co-accused
1644,792,4114,Witness
1645,792,3277,Co-accused
1646,792,4952,Complainant
1647,793,2019,Expert Witness
1648,793,3995,Informant
1649,794,1917,Informant
1650,794,872,Victim
1651,795,4239,Complainant
1652,795,4159,Victim
1653,796,3747,Complainant
1654,797,1195,Expert Witness
1655,797,2650,Co-accused
1656,798,561,Victim
1657,798,4191,Suspect
1658,798,542,Expert Witness
1659,799,393,Co-accused
1660,799,503,Informant
1661,800,14,Victim
1662,801,1746,Suspect
1663,801,926,Victim
1664,802,1571,Co-accused
1665,802,3651,Expert Witness
1666,803,507,Witness
1667,804,3887,Informant
1668,804,2951,Victim
1669,804,1998,Complainant
1670,805,122,Complainant
1671,805,2562,Victim
1672,806,4509,Victim
1673,807,2776,Suspect
1674,808,3161,Informant
1675,809,4925,Accused
1676,810,1038,Victim
1677,811,3297,Accused
1678,811,2922,Accused
1679,811,1536,Co-accused
1680,812,4558,Expert Witness
1681,812,1372,Suspect
1682,812,1941,Complainant
1683,812,1945,Co-accused
1684,813,4466,Co-accused
1685,814,2014,Suspect
1686,815,2332,Expert Witness
1687,815,3416,Victim
1688,816,3945,Witness
1689,817,763,Victim
1690,817,4390,Victim
1691,817,2853,Accused
1692,818,4250,Witness
1693,818,1907,Witness
1694,818,1381,Informant
1695,819,922,Complainant
1696,819,3675,Witness
1697,820,1316,Co-accused
1698,821,2191,Informant
1699,821,4812,Co-accused
1700,822,3340,Informant
1701,822,1217,Victim
1702,822,161,Suspect
1703,823,2671,Victim
1704,823,3908,Co-accused
1705,824,1983,Co-accused
1706,825,3808,Co-accused
1707,826,4163,Victim
1708,826,3239,Informant
1709,826,1076,Witness
1710,827,1483,Informant
1711,827,377,Expert Witness
1712,827,325,Witness
1713,827,3733,Suspect
1714,828,2450,Expert Witness
1715,828,4857,Co-accused
1716,829,922,Suspect
1717,829,686,Expert Witness
1718,829,2895,Accused
1719,830,1274,Co-accused
1720,830,2469,Accused
1721,830,1009,Accused
1722,831,2996,Co-accused
1723,831,4932,Informant
1724,832,633,Complainant
1725,832,2042,Accused
1726,832,1171,Witness
1727,833,4731,Accused
1728,833,4586,Suspect
1729,833,1285,Co-accused
1730,833,4630,Informant
1731,834,3746,Expert Witness
1732,834,554,Expert Witness
1733,835,1484,Victim
1734,836,226,Informant
1735,837,298,Complainant
1736,838,2625,Witness
1737,838,2396,Witness
1738,838,2133,Witness
1739,838,2131,Co-accused
1740,839,6,Informant
1741,839,4030,Co-accused
1742,840,700,Co-accused
1743,841,4119,Co-accused
1744,841,3233,Complainant
1745,842,522,Co-accused
1746,842,3591,Witness
1747,843,946,Informant
1748,844,3068,Complainant
1749,844,2908,Complainant
1750,845,2212,Co-accused
1751,846,4450,Victim
1752,847,2852,Accused
1753,847,4524,Informant
1754,848,4789,Victim
1755,848,4367,Suspect
1756,849,4848,Suspect
1757,849,71,Accused
1758,849,3869,Expert Witness
1759,850,4202,Complainant
1760,850,2844,Witness
1761,850,2762,Suspect
1762,850,4134,Witness
1763,851,1382,Accused
1764,851,1918,Victim
1765,851,2786,Co-accused
1766,852,2621,Witness
1767,853,3315,Suspect
1768,853,1016,Accused
1769,853,77,Expert Witness
1770,854,1006,Suspect
1771,855,1661,Accused
1772,856,4987,Complainant
1773,856,2357,Witness
1774,857,667,Accused
1775,857,1979,Complainant
1776,858,2036,Witness
1777,858,583,Informant
1778,858,2380,Informant
1779,858,2500,Accused
1780,859,3485,Victim
1781,859,2739,Complainant
1782,860,2798,Expert Witness
1783,860,4975,Witness
1784,861,1275,Accused
1785,861,986,Victim
1786,862,3982,Expert Witness
1787,863,775,Accused
1788,863,4591,Suspect
1789,864,379,Victim
1790,864,4573,Suspect
1791,864,1636,Suspect
1792,864,1009,Informant
1793,865,1817,Victim
1794,866,4865,Informant
1795,867,1265,Complainant
1796,867,4470,Witness
1797,868,709,Co-accused
1798,869,350,Witness
1799,869,243,Accused
1800,870,3282,Accused
1801,871,4829,Informant
1802,871,2245,Suspect
1803,871,3453,Co-accused
1804,871,2372,Expert Witness
1805,871,1807,Informant
1806,872,2946,Accused
1807,872,744,Complainant
1808,872,2056,Co-accused
1809,872,1621,Co-accused
1810,873,84,Victim
1811,874,1055,Co-accused
1812,874,3403,Witness
1813,874,3940,Informant
1814,875,3435,Expert Witness
1815,875,628,Suspect
1816,875,2605,Suspect
1817,876,4736,Witness
1818,876,348,Witness
1819,877,2006,Co-accused
1820,877,982,Victim
1821,877,3251,Suspect
1822,877,3624,Informant
1823,878,2406,Accused
1824,878,3396,Informant
1825,879,3401,Witness
1826,879,481,Victim
1827,879,2904,Co-accused
1828,880,647,Complainant
1829,881,1251,Co-accused
1830,882,4013,Witness
1831,882,1200,Informant
1832,882,1352,Victim
1833,883,1299,Witness
1834,883,1475,Informant
1835,884,1711,Witness
1836,884,2308,Suspect
1837,884,630,Expert Witness
1838,885,4994,Suspect
1839,885,3066,Suspect
1840,886,2492,Co-accused
1841,887,3777,Suspect
1842,888,2987,Accused
1843,889,970,Accused
1844,889,4397,Informant
1845,889,2024,Witness
1846,889,761,Suspect
1847,889,2528,Complainant
1848,890,1888,Victim
1849,890,1758,Accused
1850,890,1243,Witness
1851,891,1003,Witness
1852,892,3545,Suspect
1853,893,2155,Co-accused
1854,894,3204,Co-accused
1855,895,2549,Accused
1856,896,879,Complainant
1857,896,4583,Co-accused
1858,897,3233,Expert Witness
1859,897,4047,Co-accused
1860,897,2334,Suspect
1861,898,1794,Accused
1862,898,1409,Informant
1863,899,714,Complainant
1864,899,4412,Expert Witness
1865,899,3071,Witness
1866,899,528,Accused
1867,899,1766,Witness
1868,900,1190,Suspect
1869,900,398,Victim
1870,900,1940,Victim
1871,900,2354,Complainant
1872,900,3447,Accused
1873,901,2951,Expert Witness
1874,902,3190,Witness
1875,903,2843,Witness
1876,904,589,Victim
1877,905,1284,Expert Witness
1878,906,1715,Co-accused
1879,906,3557,Accused
1880,907,1660,Co-accused
1881,907,1521,Victim
1882,907,3627,Expert Witness
1883,908,2356,Witness
1884,909,2804,Informant
1885,909,4713,Complainant
1886,910,667,Complainant
1887,910,1661,Accused
1888,911,3762,Expert Witness
1889,911,2673,Co-accused
1890,911,3407,Complainant
1891,912,1063,Suspect
1892,912,3873,Victim
1893,912,4169,Victim
1894,913,442,Victim
1895,913,2573,Informant
1896,914,1499,Victim
1897,915,57,Informant
1898,916,360,Informant
1899,917,2258,Accused
1900,917,2915,Complainant
1901,917,2946,Victim
1902,917,2104,Complainant
1903,918,2169,Suspect
1904,918,1794,Informant
1905,919,4869,Suspect
1906,920,1032,Witness
1907,920,3102,Informant
1908,921,4702,Witness
1909,921,1026,Co-accused
1910,921,2242,Expert Witness
1911,922,138,Witness
1912,923,4553,Expert Witness
1913,924,1246,Co-accused
1914,925,3140,Co-accused
1915,925,1211,Witness
1916,926,2349,Suspect
1917,926,2356,Witness
1918,927,4197,Suspect
1919,927,3541,Informant
1920,927,3960,Witness
1921,928,4916,Complainant
1922,929,300,Victim
1923,929,4910,Co-accused
1924,930,1056,Victim
1925,930,4011,Complainant
1926,931,4679,Accused
1927,931,3726,Suspect
1928,932,2905,Victim
1929,932,1648,Co-accused
1930,933,2066,Complainant
1931,933,1748,Informant
1932,934,304,Co-accused
1933,934,733,Witness
1934,935,724,Accused
1935,936,2289,Suspect
1936,937,1352,Accused
1937,938,2105,Co-accused
1938,939,3418,Accused
1939,940,2043,Suspect
1940,940,3765,Informant
1941,941,216,Co-accused
1942,941,4493,Complainant
1943,941,2143,Informant
1944,942,3501,Expert Witness
1945,942,2340,Informant
1946,943,2936,Suspect
1947,943,2595,Victim
1948,943,856,Informant
1949,944,3487,Accused
1950,945,2993,Victim
1951,945,331,Victim
1952,945,3137,Informant
1953,946,1990,Suspect
1954,946,2959,Expert Witness
1955,947,1759,Complainant
1956,947,4763,Victim
1957,947,1291,Co-accused
