fir_id,station_id,date_registered,crime_type,incident_location,status,details
175,103,2023-03-23 18:07:38,Chain Snatching,"916, Powai, Kanpur - 499034",Under Investigation,"Domestic violence incident reported by victim's family, ongoing harassment documented."
176,91,2025-04-10 10:36:07,Assault,"644, Powai, Jabalpur - 557254",Closed - Final Report,"Cyber crime involving online fraud and identity theft, 4,969,464 transferred illegally."
177,29,2024-10-03 14:54:54,Insurance Fraud,"968, Ballygunge, Hyderabad - 241316",Under Investigation,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 727,660."
178,118,2021-02-19 11:24:40,Rape,"503, MG Road, Ludhiana - 882570",Closed - Untraced,"Burglary at commercial establishment during night hours, property worth Rs. 3,004,201 stolen."
179,87,2023-10-18 00:45:57,Human Trafficking,"28, Nehru Place, Meerut - 326300",Registered,Environmental crime case involving illegal dumping of 74 tons of waste.
180,143,2024-04-17 05:47:56,Honor Killing,"437, Salt Lake, Thane - 123961",Pending Investigation,Cyberstalking case with digital evidence including 21 pieces of documentation.
181,45,2024-05-13 06:44:23,Theft,"58, Janakpuri, Ranchi - 971413",Charge Sheet Filed,"Fraud case involving fake documents and financial transactions worth Rs. 3,636,832."
182,108,2022-05-07 02:37:07,Corruption,"198, Sohna Road, Noida - 710211",Under Investigation,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 3,958,821."
183,90,2025-06-08 16:03:30,Sedition,"522, Banashankari, Bhopal - 156069",Charge Sheet Filed,Robbery incident reported with 6 suspects involved using weapons.
184,46,2021-12-23 18:55:45,Vehicle Theft,"777, Porur, Ludhiana - 753806",Under Investigation,"Fraud case involving fake documents and financial transactions worth Rs. 4,642,195."
185,108,2020-11-16 07:04:06,Wildlife Crime,"160, Saket, Madurai - 728677",Registered,"Burglary at commercial establishment during night hours, property worth Rs. 3,656,073 stolen."
186,16,2022-06-16 12:27:43,Credit Card Fraud,"662, Laxmi Nagar, Vadodara - 261673",Pending Investigation,"Tax evasion case with undisclosed income of Rs. 2,443,376 detected."
187,129,2024-02-15 15:46:30,Cheating,"314, Golf Course Road, Shimla - 760517",Under Investigation,Robbery incident reported with 2 suspects involved using weapons.
188,20,2024-10-08 01:53:21,Arms Trafficking,"203, Hennur, Noida - 565059",Closed - Untraced,"Counterfeiting case with fake currency notes worth Rs. 1,232,135 seized."
189,125,2024-02-11 23:32:56,Child Abuse,"540, Nehru Place, Ludhiana - 723393",Registered,"Vehicle theft case with registration number DL-74-AD-8866, CCTV footage available."
190,22,2022-11-12 14:24:45,Extortion,"612, Thane, Bhubaneswar - 932966",Charge Sheet Filed,"Money laundering investigation with suspicious transactions totaling Rs. 1,542,103."
191,5,2024-03-30 02:45:57,Robbery,"472, ECR, Pune - 694311",Registered,"Domestic violence incident reported by victim's family, ongoing harassment documented."
192,75,2024-01-04 11:20:01,Kidnapping,"597, JP Nagar, Kalyan-Dombivali - 319180",Registered,"Assault case filed with medical evidence submitted, victim hospitalized for 24 days."
193,123,2023-01-09 23:44:45,Murder,"681, Anna Nagar, Madurai - 388602",Closed - Untraced,"Cyber crime involving online fraud and identity theft, 784,063 transferred illegally."
194,114,2023-12-17 07:53:38,Property Dispute,"831, Golf Course Road, Gwalior - 146441",Registered,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 829,622."
195,41,2022-08-31 08:00:00,Identity Theft,"80, JP Nagar, Chandigarh - 499789",Under Investigation,"Burglary at commercial establishment during night hours, property worth Rs. 4,989,154 stolen."
196,139,2024-04-25 15:05:04,Smuggling,"729, Rajarhat, Delhi - 924366",Registered,Drug trafficking case with 42 kg of contraband substances recovered.
197,15,2021-03-10 15:25:38,Ransomware Attack,"196, ECR, Jodhpur - 387342",Charge Sheet Filed,Arms trafficking case with recovery of 41 illegal firearms and ammunition.
198,70,2024-07-02 12:55:16,Phishing,"59, Thane, Srinagar - 376250",Closed - Final Report,"Insurance fraud case with fraudulent claims worth Rs. 3,491,533."
199,128,2023-06-01 09:35:35,Fraud,"392, Jayanagar, Kalyan-Dombivali - 683364",Registered,"Assault case filed with medical evidence submitted, victim hospitalized for 22 days."
200,141,2024-08-04 01:16:17,Data Breach,"297, Indiranagar, Nashik - 392546",Closed - Final Report,"Domestic violence incident reported by victim's family, ongoing harassment documented."
201,85,2021-05-27 14:42:32,Child Abuse,"426, Porur, Nagpur - 530658",Closed - Untraced,"Burglary at commercial establishment during night hours, property worth Rs. 3,736,598 stolen."
202,39,2020-10-12 14:24:42,Wildlife Crime,"81, Karol Bagh, Jabalpur - 111126",Registered,Cyberstalking case with digital evidence including 47 pieces of documentation.
203,120,2023-05-09 21:03:20,Criminal Breach of Trust,"125, Howrah, Madurai - 921484",Registered,"Money laundering investigation with suspicious transactions totaling Rs. 326,742."
204,138,2020-10-12 14:58:30,Smuggling,"257, Marathahalli, Guwahati - 397742",Under Investigation,Human trafficking case involving 14 victims rescued from illegal operations.
205,34,2023-08-29 05:35:48,Dowry Death,"307, Laxmi Nagar, Ahmedabad - 371524",Pending Investigation,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 4,974,965."
206,137,2025-02-18 14:58:17,Cyberstalking,"56, Esplanade, Chandigarh - 810799",Closed - Untraced,"Fraud case involving fake documents and financial transactions worth Rs. 1,440,911."
207,137,2022-04-12 00:05:11,Child Abuse,"793, Hennur, Meerut - 892034",Charge Sheet Filed,"Domestic violence incident reported by victim's family, ongoing harassment documented."
208,10,2025-01-10 20:10:45,Burglary,"753, MG Road Gurgaon, Thane - 853161",Pending Investigation,Environmental crime case involving illegal dumping of 16 tons of waste.
209,20,2025-01-30 04:36:25,Arms Trafficking,"555, Howrah, Thane - 882459",Pending Investigation,"Corruption case against public official, bribe amount Rs. 465,927 involved."
210,38,2024-04-24 11:02:51,Smuggling,"968, Park Street, Delhi - 506020",Closed - Untraced,"Burglary at commercial establishment during night hours, property worth Rs. 163,858 stolen."
211,74,2020-12-03 01:40:00,Credit Card Fraud,"399, Andheri, Dehradun - 407100",Closed - Untraced,Drug trafficking case with 56 kg of contraband substances recovered.
212,81,2021-12-05 00:45:34,Terrorism,"714, Rajarhat, Raipur - 620617",Registered,"Corruption case against public official, bribe amount Rs. 2,324,581 involved."
213,81,2024-02-15 01:16:30,Robbery,"130, Dwarka, Jabalpur - 655502",Closed - Untraced,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 1,350,548."
214,13,2021-02-05 19:34:59,Money Laundering,"938, Dwarka, Meerut - 413296",Charge Sheet Filed,"Cyber crime involving online fraud and identity theft, 4,557,597 transferred illegally."
215,131,2024-08-03 00:28:10,Arms Trafficking,"323, RT Nagar, Nagpur - 113787",Under Investigation,"Domestic violence incident reported by victim's family, ongoing harassment documented."
216,21,2025-03-21 17:32:30,Elder Abuse,"780, Porur, Rajkot - 114113",Closed - Final Report,Human trafficking case involving 3 victims rescued from illegal operations.
217,92,2024-05-21 03:08:01,Online Harassment,"959, Salt Lake, Mumbai - 616543",Under Investigation,Robbery incident reported with 7 suspects involved using weapons.
218,38,2024-11-28 17:36:57,Piracy,"272, Karol Bagh, Visakhapatnam - 635748",Charge Sheet Filed,"Counterfeiting case with fake currency notes worth Rs. 1,713,431 seized."
219,14,2023-11-17 13:51:02,Bank Fraud,"83, Banashankari, Nashik - 969729",Registered,"Cyber crime involving online fraud and identity theft, 4,012,889 transferred illegally."
220,57,2021-11-09 18:18:55,Chain Snatching,"442, Palace Road, Bhopal - 548290",Under Investigation,"Cyber crime involving online fraud and identity theft, 714,962 transferred illegally."
221,140,2023-05-17 09:24:44,Dowry Death,"809, MG Road Gurgaon, Pune - 660055",Charge Sheet Filed,"Counterfeiting case with fake currency notes worth Rs. 4,628,695 seized."
222,54,2024-01-04 22:33:33,Acid Attack,"778, Commercial Street, Pune - 793544",Closed - Untraced,"Corruption case against public official, bribe amount Rs. 44,119 involved."
223,80,2025-03-16 12:27:32,Rioting,"479, Electronic City, Trivandrum - 784005",Pending Investigation,"Corruption case against public official, bribe amount Rs. 369,236 involved."
224,129,2023-12-01 15:12:33,Burglary,"864, Saket, Chandigarh - 254386",Pending Investigation,"Cyber crime involving online fraud and identity theft, 372,067 transferred illegally."
225,120,2025-09-13 22:59:25,Drug Trafficking,"107, Koramangala, Jammu - 631638",Closed - Final Report,Cyberstalking case with digital evidence including 32 pieces of documentation.
226,147,2022-11-04 12:49:56,Tax Evasion,"875, OMR, Guwahati - 814010",Closed - Untraced,"Assault case filed with medical evidence submitted, victim hospitalized for 19 days."
227,129,2021-12-13 17:49:04,Elder Abuse,"461, Sector 18, Jaipur - 264399",Closed - Final Report,Drug trafficking case with 16 kg of contraband substances recovered.
228,136,2022-10-15 19:34:58,Arms Trafficking,"907, Adyar, Vadodara - 369916",Closed - Untraced,Environmental crime case involving illegal dumping of 54 tons of waste.
229,118,2022-07-18 04:24:03,Vehicle Theft,"103, JP Nagar, Chennai - 802511",Closed - Untraced,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 3,552,987."
230,78,2022-11-25 16:31:46,Smuggling,"9, New Town, Jodhpur - 321929",Charge Sheet Filed,"Insurance fraud case with fraudulent claims worth Rs. 1,461,044."
231,6,2023-03-20 10:50:20,Land Grabbing,"554, Golf Course Road, Pune - 346348",Closed - Final Report,Environmental crime case involving illegal dumping of 44 tons of waste.
232,124,2024-04-23 23:16:15,Chain Snatching,"856, Rajajinagar, Trivandrum - 671073",Pending Investigation,Environmental crime case involving illegal dumping of 18 tons of waste.
233,4,2022-01-01 16:17:45,Tax Evasion,"260, Esplanade, Mumbai - 901085",Registered,"Money laundering investigation with suspicious transactions totaling Rs. 3,719,592."
234,82,2021-09-23 20:08:20,Human Trafficking,"680, Rajarhat, Nashik - 256961",Under Investigation,"Money laundering investigation with suspicious transactions totaling Rs. 4,726,214."
235,35,2021-12-11 15:39:17,Theft,"444, DLF Phase, Delhi - 203697",Under Investigation,"Burglary at commercial establishment during night hours, property worth Rs. 884,205 stolen."
236,35,2022-04-09 21:48:38,Environmental Crime,"400, Yelahanka, Lucknow - 475550",Closed - Final Report,"Burglary at commercial establishment during night hours, property worth Rs. 3,560,105 stolen."
237,96,2023-01-21 17:58:19,Chain Snatching,"503, MG Road Gurgaon, Kolkata - 840330",Under Investigation,"Tax evasion case with undisclosed income of Rs. 1,359,991 detected."
238,20,2025-03-01 13:55:18,Corruption,"652, Salt Lake, Bangalore - 713912",Charge Sheet Filed,"Assault case filed with medical evidence submitted, victim hospitalized for 26 days."
239,92,2022-06-06 10:19:21,Rioting,"958, Adyar, Patna - 140626",Registered,"Fraud case involving fake documents and financial transactions worth Rs. 3,990,984."
240,81,2023-07-01 10:42:43,Smuggling,"585, Rohini, Madurai - 819867",Pending Investigation,Robbery incident reported with 8 suspects involved using weapons.
241,12,2023-02-05 20:34:43,Child Abuse,"414, Tambaram, Chennai - 223675",Charge Sheet Filed,"Assault case filed with medical evidence submitted, victim hospitalized for 30 days."
242,38,2021-12-11 08:15:19,Counterfeiting,"662, Palace Road, Gwalior - 534003",Under Investigation,"Domestic violence incident reported by victim's family, ongoing harassment documented."
243,21,2025-01-26 00:10:32,Bribery,"718, Nehru Place, Rajkot - 301585",Closed - Final Report,Land grabbing case involving 34 acres of disputed property.
244,18,2024-07-29 05:50:33,Hacking,"804, New Town, Kanpur - 899750",Pending Investigation,Robbery incident reported with 5 suspects involved using weapons.
245,72,2024-05-17 07:14:49,Online Harassment,"999, Banashankari, Srinagar - 836335",Under Investigation,Human trafficking case involving 15 victims rescued from illegal operations.
246,101,2025-06-17 04:50:55,Hacking,"825, Rohini, Bhopal - 793630",Under Investigation,"Fraud case involving fake documents and financial transactions worth Rs. 4,732,118."
247,75,2023-09-27 19:32:10,Piracy,"584, Commercial Street, Chennai - 497694",Closed - Final Report,"Burglary at commercial establishment during night hours, property worth Rs. 1,110,035 stolen."
248,13,2021-04-09 09:33:37,Murder,"2, Bandra, Jabalpur - 481396",Charge Sheet Filed,"Tax evasion case with undisclosed income of Rs. 4,816,473 detected."
249,30,2024-01-06 09:13:58,Criminal Breach of Trust,"282, Jayanagar, Udaipur - 590103",Closed - Final Report,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 4,322,687."
250,75,2025-04-15 17:47:50,Honor Killing,"939, Brigade Road, Faridabad - 749465",Registered,Arms trafficking case with recovery of 13 illegal firearms and ammunition.
251,79,2023-04-18 21:32:05,Money Laundering,"263, MG Road, Trivandrum - 680519",Closed - Untraced,"Tax evasion case with undisclosed income of Rs. 1,833,762 detected."
252,95,2020-10-27 20:25:59,Drug Trafficking,"395, DLF Phase, Bhopal - 294514",Charge Sheet Filed,"Corruption case against public official, bribe amount Rs. 1,514,122 involved."
253,135,2025-07-08 01:30:32,Sedition,"811, Velachery, Jabalpur - 353354",Charge Sheet Filed,"Counterfeiting case with fake currency notes worth Rs. 4,347,858 seized."
254,133,2024-04-26 08:06:55,Elder Abuse,"826, Laxmi Nagar, Dehradun - 806351",Pending Investigation,"Insurance fraud case with fraudulent claims worth Rs. 3,049,377."
255,108,2021-10-02 03:20:38,Data Breach,"592, Andheri, Kanpur - 605072",Under Investigation,Environmental crime case involving illegal dumping of 29 tons of waste.
256,115,2024-01-16 02:50:42,Rape,"657, Palace Road, Trivandrum - 445473",Charge Sheet Filed,"Assault case filed with medical evidence submitted, victim hospitalized for 4 days."
257,44,2025-02-21 09:42:39,Ransomware Attack,"577, Juhu, Chandigarh - 802887",Charge Sheet Filed,Robbery incident reported with 4 suspects involved using weapons.
258,50,2022-10-12 10:57:13,Land Grabbing,"855, Esplanade, Surat - 727135",Pending Investigation,"Vehicle theft case with registration number GJ-97-AB-9158, CCTV footage available."
259,102,2022-08-30 19:30:20,Chain Snatching,"91, BTM Layout, Ajmer - 464814",Pending Investigation,"Burglary at commercial establishment during night hours, property worth Rs. 1,741,458 stolen."
